,resId,siteNo,hiveNo,frameNo,hour,paramText,anMethText,resVal,resUnit,resUnit_desc,resValUncert,resValUncertSD,resQualValue,date
162572,CW207532,3,1,,5,Colony weight,Automatic recording,20.4,G167A,Kilogram,,,,2019-05-21 05:00:00
162575,CW207534,3,1,,7,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-21 07:00:00
162577,CW207903,3,1,,8,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-06 08:00:00
162578,CW207902,3,1,,7,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-06 07:00:00
162579,CW207901,3,1,,6,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-06 06:00:00
162580,CW207900,3,1,,5,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-06 05:00:00
162582,CW207538,3,1,,12,Colony weight,Automatic recording,20.4,G167A,Kilogram,,,,2019-05-21 12:00:00
162584,CW207899,3,1,,4,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-06 04:00:00
162585,CW207898,3,1,,3,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-06 03:00:00
162586,CW207897,3,1,,2,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-06 02:00:00
162587,CW207896,3,1,,1,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-06 01:00:00
162588,CW207540,3,1,,14,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-21 14:00:00
162591,CW207542,3,1,,16,Colony weight,Automatic recording,20.4,G167A,Kilogram,,,,2019-05-21 16:00:00
162593,CW207895,3,1,,0,Colony weight,Automatic recording,25.0,G167A,Kilogram,,,,2019-06-06 00:00:00
162594,CW207894,3,1,,23,Colony weight,Automatic recording,25.0,G167A,Kilogram,,,,2019-06-05 23:00:00
162595,CW207544,3,1,,18,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-21 18:00:00
162597,CW207893,3,1,,21,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-06-05 21:00:00
162598,CW207892,3,1,,20,Colony weight,Automatic recording,25.0,G167A,Kilogram,,,,2019-06-05 20:00:00
162600,CW207546,3,1,,20,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-21 20:00:00
162602,CW207891,3,1,,19,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-05 19:00:00
162603,CW207890,3,1,,18,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-05 18:00:00
162604,CW207889,3,1,,17,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-05 17:00:00
162605,CW207888,3,1,,16,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 16:00:00
162606,CW207548,3,1,,22,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-21 22:00:00
162609,CW207550,3,1,,0,Colony weight,Automatic recording,20.4,G167A,Kilogram,,,,2019-05-22 00:00:00
162612,CW207887,3,1,,15,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-05 15:00:00
162613,CW207886,3,1,,14,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-05 14:00:00
162615,CW207554,3,1,,4,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-22 04:00:00
162617,CW207885,3,1,,13,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-05 13:00:00
162618,CW207884,3,1,,12,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-05 12:00:00
162619,CW207556,3,1,,6,Colony weight,Automatic recording,20.3,G167A,Kilogram,,,,2019-05-22 06:00:00
162622,CW207558,3,1,,8,Colony weight,Automatic recording,20.2,G167A,Kilogram,,,,2019-05-22 08:00:00
162624,CW207883,3,1,,11,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 11:00:00
162625,CW207882,3,1,,10,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 10:00:00
162626,CW207881,3,1,,9,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-05 09:00:00
162627,CW207880,3,1,,8,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-05 08:00:00
162628,CW207560,3,1,,11,Colony weight,Automatic recording,20.2,G167A,Kilogram,,,,2019-05-22 11:00:00
162631,CW207562,3,1,,13,Colony weight,Automatic recording,20.1,G167A,Kilogram,,,,2019-05-22 13:00:00
162633,CW207879,3,1,,7,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-05 07:00:00
162634,CW207878,3,1,,6,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 06:00:00
162635,CW207564,3,1,,15,Colony weight,Automatic recording,20.1,G167A,Kilogram,,,,2019-05-22 15:00:00
162637,CW207877,3,1,,5,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-05 05:00:00
162638,CW207876,3,1,,4,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 04:00:00
162640,CW207566,3,1,,17,Colony weight,Automatic recording,20.1,G167A,Kilogram,,,,2019-05-22 17:00:00
162642,CW207875,3,1,,3,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 03:00:00
162643,CW207874,3,1,,2,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 02:00:00
162644,CW207873,3,1,,1,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 01:00:00
162645,CW207872,3,1,,0,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-05 00:00:00
162647,CW207570,3,1,,21,Colony weight,Automatic recording,20.0,G167A,Kilogram,,,,2019-05-22 21:00:00
162649,CW207871,3,1,,22,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 22:00:00
162650,CW207870,3,1,,21,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-04 21:00:00
162651,CW207572,3,1,,23,Colony weight,Automatic recording,20.0,G167A,Kilogram,,,,2019-05-22 23:00:00
162653,CW207869,3,1,,20,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-04 20:00:00
162654,CW207868,3,1,,19,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 19:00:00
162656,CW207574,3,1,,1,Colony weight,Automatic recording,20.0,G167A,Kilogram,,,,2019-05-23 01:00:00
162658,CW207576,3,1,,3,Colony weight,Automatic recording,19.9,G167A,Kilogram,,,,2019-05-23 03:00:00
162660,CW207867,3,1,,18,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 18:00:00
162661,CW207866,3,1,,17,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 17:00:00
162662,CW207865,3,1,,16,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 16:00:00
162663,CW207864,3,1,,15,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-04 15:00:00
162665,CW207578,3,1,,5,Colony weight,Automatic recording,19.9,G167A,Kilogram,,,,2019-05-23 05:00:00
162667,CW207580,3,1,,8,Colony weight,Automatic recording,19.8,G167A,Kilogram,,,,2019-05-23 08:00:00
162670,CW207582,3,1,,10,Colony weight,Automatic recording,19.6,G167A,Kilogram,,,,2019-05-23 10:00:00
162672,CW207863,3,1,,14,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 14:00:00
162673,CW207862,3,1,,13,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 13:00:00
162674,CW207861,3,1,,12,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-04 12:00:00
162675,CW207860,3,1,,11,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-04 11:00:00
162677,CW207859,3,1,,10,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-04 10:00:00
162678,CW207858,3,1,,9,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-04 09:00:00
162679,CW207857,3,1,,8,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-04 08:00:00
162680,CW207856,3,1,,7,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 07:00:00
162682,CW207586,3,1,,14,Colony weight,Automatic recording,19.9,G167A,Kilogram,,,,2019-05-23 14:00:00
162684,CW207588,3,1,,16,Colony weight,Automatic recording,20.2,G167A,Kilogram,,,,2019-05-23 16:00:00
162687,CW207590,3,1,,18,Colony weight,Automatic recording,20.6,G167A,Kilogram,,,,2019-05-23 18:00:00
162689,CW207855,3,1,,6,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 06:00:00
162690,CW207854,3,1,,5,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-04 05:00:00
162691,CW207592,3,1,,20,Colony weight,Automatic recording,20.7,G167A,Kilogram,,,,2019-05-23 20:00:00
162693,CW207853,3,1,,4,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-04 04:00:00
162694,CW207852,3,1,,3,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-04 03:00:00
162696,CW207851,3,1,,2,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-04 02:00:00
162697,CW207850,3,1,,0,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-04 00:00:00
162698,CW207849,3,1,,23,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-03 23:00:00
162699,CW207848,3,1,,22,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-03 22:00:00
162701,CW207847,3,1,,21,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-03 21:00:00
162702,CW207846,3,1,,20,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-03 20:00:00
162703,CW207845,3,1,,19,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-03 19:00:00
162704,CW207844,3,1,,18,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-03 18:00:00
162705,CW207843,3,1,,17,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 17:00:00
162706,CW207842,3,1,,16,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-03 16:00:00
162707,CW206835,3,1,,15,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 15:00:00
162708,CW206834,3,1,,14,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 14:00:00
162710,CW206833,3,1,,13,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 13:00:00
162711,CW206832,3,1,,12,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 12:00:00
162712,CW206831,3,1,,11,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 11:00:00
162713,CW206830,3,1,,10,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-20 10:00:00
162714,CW206829,3,1,,9,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 09:00:00
162715,CW206828,3,1,,8,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 08:00:00
162716,CW206827,3,1,,7,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 07:00:00
162717,CW206826,3,1,,6,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 06:00:00
162720,CW206825,3,1,,5,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 05:00:00
162721,CW206824,3,1,,4,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 04:00:00
162722,CW206823,3,1,,3,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 03:00:00
162723,CW206822,3,1,,2,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 02:00:00
162724,CW206821,3,1,,0,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-20 00:00:00
162725,CW206820,3,1,,23,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 23:00:00
162726,CW206819,3,1,,22,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 22:00:00
162727,CW206818,3,1,,21,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 21:00:00
162729,CW206817,3,1,,20,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 20:00:00
162730,CW206816,3,1,,19,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 19:00:00
162731,CW206815,3,1,,18,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 18:00:00
162732,CW206814,3,1,,17,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 17:00:00
162734,CW206813,3,1,,16,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-19 16:00:00
162735,CW206812,3,1,,15,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 15:00:00
162736,CW206811,3,1,,14,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 14:00:00
162737,CW206810,3,1,,13,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 13:00:00
162739,CW206809,3,1,,12,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 12:00:00
162740,CW206808,3,1,,11,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 11:00:00
162741,CW206807,3,1,,10,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 10:00:00
162742,CW206806,3,1,,9,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 09:00:00
162743,CW206805,3,1,,8,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 08:00:00
162744,CW206804,3,1,,7,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 07:00:00
162745,CW206803,3,1,,6,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 06:00:00
162746,CW206802,3,1,,4,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 04:00:00
162749,CW206801,3,1,,3,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 03:00:00
162750,CW206800,3,1,,2,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 02:00:00
162751,CW206799,3,1,,1,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 01:00:00
162752,CW206798,3,1,,0,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-19 00:00:00
162754,CW206797,3,1,,23,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 23:00:00
162755,CW206796,3,1,,22,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 22:00:00
162756,CW206795,3,1,,21,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 21:00:00
162757,CW206794,3,1,,20,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 20:00:00
162758,CW206793,3,1,,19,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 19:00:00
162759,CW206792,3,1,,18,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 18:00:00
162761,CW206791,3,1,,17,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 17:00:00
162762,CW206790,3,1,,16,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 16:00:00
162763,CW206789,3,1,,15,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 15:00:00
162764,CW206788,3,1,,14,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 14:00:00
162765,CW206787,3,1,,13,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 13:00:00
162766,CW206786,3,1,,12,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 12:00:00
162769,CW206785,3,1,,11,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 11:00:00
162770,CW206784,3,1,,10,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 10:00:00
162771,CW206783,3,1,,9,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 09:00:00
162772,CW206782,3,1,,7,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-18 07:00:00
162773,CW206781,3,1,,6,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 06:00:00
162774,CW206780,3,1,,5,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 05:00:00
162775,CW206779,3,1,,4,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 04:00:00
162776,CW206778,3,1,,3,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 03:00:00
162777,CW206777,3,1,,2,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 02:00:00
162778,CW206776,3,1,,1,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 01:00:00
162779,CW206775,3,1,,0,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-18 00:00:00
162780,CW206774,3,1,,23,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 23:00:00
162781,CW206773,3,1,,22,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 22:00:00
162785,CW207841,3,1,,15,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-03 15:00:00
162786,CW207840,3,1,,14,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-06-03 14:00:00
162787,CW207839,3,1,,13,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 13:00:00
162788,CW207838,3,1,,12,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-03 12:00:00
162789,CW207837,3,1,,11,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-03 11:00:00
162790,CW207836,3,1,,10,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-03 10:00:00
162791,CW207835,3,1,,9,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 09:00:00
162793,CW207834,3,1,,8,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-03 08:00:00
162794,CW207833,3,1,,7,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 07:00:00
162795,CW207832,3,1,,6,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-03 06:00:00
162796,CW207831,3,1,,5,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-03 05:00:00
162798,CW207830,3,1,,4,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 04:00:00
162799,CW207829,3,1,,3,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 03:00:00
162801,CW207828,3,1,,1,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 01:00:00
162802,CW207827,3,1,,0,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-03 00:00:00
162803,CW207826,3,1,,23,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-02 23:00:00
162804,CW207825,3,1,,22,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-02 22:00:00
162805,CW207824,3,1,,21,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-02 21:00:00
162806,CW207823,3,1,,20,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-06-02 20:00:00
162808,CW207822,3,1,,19,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-06-02 19:00:00
162809,CW207821,3,1,,18,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 18:00:00
162810,CW207820,3,1,,17,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-06-02 17:00:00
162811,CW207819,3,1,,16,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-06-02 16:00:00
162812,CW207818,3,1,,15,Colony weight,Automatic recording,24.1,G167A,Kilogram,,,,2019-06-02 15:00:00
162813,CW207817,3,1,,14,Colony weight,Automatic recording,24.1,G167A,Kilogram,,,,2019-06-02 14:00:00
162814,CW207816,3,1,,13,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-06-02 13:00:00
162815,CW207815,3,1,,12,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-06-02 12:00:00
162818,CW207814,3,1,,11,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-06-02 11:00:00
162819,CW207813,3,1,,10,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-06-02 10:00:00
162820,CW207812,3,1,,9,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-06-02 09:00:00
162821,CW207811,3,1,,8,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-06-02 08:00:00
162822,CW207810,3,1,,7,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-02 07:00:00
162823,CW207809,3,1,,6,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 06:00:00
162824,CW207808,3,1,,5,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 05:00:00
162825,CW207807,3,1,,4,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 04:00:00
162828,CW207806,3,1,,2,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 02:00:00
162829,CW207805,3,1,,1,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 01:00:00
162830,CW207804,3,1,,0,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-02 00:00:00
162831,CW207803,3,1,,23,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 23:00:00
162833,CW207802,3,1,,22,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 22:00:00
162834,CW207801,3,1,,21,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-01 21:00:00
162835,CW207800,3,1,,20,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-01 20:00:00
162836,CW207799,3,1,,19,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-01 19:00:00
162837,CW207798,3,1,,18,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-06-01 18:00:00
162838,CW207797,3,1,,17,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 17:00:00
162839,CW207796,3,1,,16,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-01 16:00:00
162840,CW207795,3,1,,15,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-06-01 15:00:00
162842,CW207794,3,1,,14,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-01 14:00:00
162843,CW207793,3,1,,13,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-01 13:00:00
162844,CW207792,3,1,,12,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-01 12:00:00
162845,CW207791,3,1,,11,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-06-01 11:00:00
162848,CW207790,3,1,,10,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-01 10:00:00
162849,CW207789,3,1,,9,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 09:00:00
162850,CW207788,3,1,,8,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 08:00:00
162851,CW207787,3,1,,7,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 07:00:00
162852,CW207786,3,1,,6,Colony weight,Automatic recording,24.4,G167A,Kilogram,,,,2019-06-01 06:00:00
162853,CW207785,3,1,,4,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 04:00:00
162854,CW207784,3,1,,3,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 03:00:00
162855,CW207783,3,1,,2,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-06-01 02:00:00
162857,CW207782,3,1,,1,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-01 01:00:00
162858,CW207781,3,1,,0,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-06-01 00:00:00
162859,CW207780,3,1,,23,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-05-31 23:00:00
162860,CW206772,3,1,,21,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 21:00:00
162862,CW206771,3,1,,20,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 20:00:00
162863,CW206770,3,1,,19,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-17 19:00:00
162864,CW206769,3,1,,18,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 18:00:00
162865,CW206768,3,1,,17,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 17:00:00
162867,CW206767,3,1,,16,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-17 16:00:00
162868,CW206766,3,1,,15,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-17 15:00:00
162869,CW206765,3,1,,14,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 14:00:00
162870,CW206764,3,1,,13,Colony weight,Automatic recording,15.3,G167A,Kilogram,,,,2019-04-17 13:00:00
162871,CW206763,3,1,,11,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 11:00:00
162872,CW206762,3,1,,10,Colony weight,Automatic recording,15.4,G167A,Kilogram,,,,2019-04-17 10:00:00
162873,CW206761,3,1,,9,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 09:00:00
162874,CW206760,3,1,,8,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 08:00:00
162877,CW206759,3,1,,7,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 07:00:00
162878,CW206758,3,1,,6,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 06:00:00
162879,CW206757,3,1,,5,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 05:00:00
162880,CW206756,3,1,,4,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 04:00:00
162882,CW206755,3,1,,3,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 03:00:00
162883,CW206754,3,1,,2,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 02:00:00
162884,CW206753,3,1,,1,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 01:00:00
162885,CW206752,3,1,,0,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-17 00:00:00
162886,CW206751,3,1,,23,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-16 23:00:00
162887,CW206750,3,1,,22,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-16 22:00:00
162889,CW206749,3,1,,21,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-16 21:00:00
162890,CW206748,3,1,,20,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-16 20:00:00
162891,CW206747,3,1,,19,Colony weight,Automatic recording,15.5,G167A,Kilogram,,,,2019-04-16 19:00:00
