"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";"???"
"10.02.2020 06:00";"6.9";"727.8";"730.8";"0.8";"84";"Wind blowing from the west-southwest";"9";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"4.4";"";"";"";"";"";"";
"10.02.2020 05:00";"7.1";"727.4";"730.5";"0.1";"87";"Wind blowing from the west-southwest";"9";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"5.0";"";"";"";"";"";"";
"10.02.2020 04:00";"6.6";"727.1";"730.1";"-0.9";"92";"Wind blowing from the south-west";"8";"";"";"100%.";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"300-600";"";"";"21.0";"5.3";"";"";"";"";"";"";
"10.02.2020 03:00";"6.9";"727.0";"730.0";"-1.5";"92";"Wind blowing from the south-west";"10";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, moderate. ";"Showers or intermittent precipitation.";"Drizzle.";"";"";"";"";"100-200";"";"";"7.0";"5.6";"";"";"";"";"";"";
"10.02.2020 02:00";"7.3";"727.3";"730.3";"-2.2";"92";"Wind blowing from the south-southwest";"8";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"19.0";"6.0";"";"";"";"";"";"";
"10.02.2020 01:00";"7.7";"728.0";"731.0";"-2.3";"90";"Wind blowing from the south-west";"9";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"300-600";"";"";"20.0";"6.2";"4.0";"6";"";"";"";"";
"10.02.2020 00:00";"7.3";"728.5";"731.5";"-1.5";"88";"Wind blowing from the south-west";"10";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"5.4";"";"";"";"";"";"";
"09.02.2020 23:00";"7.2";"729.5";"732.5";"-2.1";"87";"Wind blowing from the south-west";"9";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Rain.";"No significant weather observed.";"";"";"";"";"1000-1500";"";"";"35.0";"5.2";"";"";"";"";"";"";
"09.02.2020 22:00";"8.3";"730.3";"733.3";"-3.4";"87";"Wind blowing from the south-west";"12";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"300-600";"";"";"16.0";"6.3";"";"";"";"";"";"";
"09.02.2020 21:00";"9.0";"730.0";"733.0";"-5.1";"90";"Wind blowing from the south-southwest";"16";"";"";"100%.";"Rain (or drizzle) and snow, moderate or heavy. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"600-1000";"";"";"3.5";"7.4";"";"";"";"";"";"";
"09.02.2020 20:00";"8.5";"731.6";"734.7";"-4.8";"89";"Wind blowing from the south";"15";"";"";"100%.";"Rain, not freezing, moderate. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"600-1000";"";"";"8.0";"6.7";"";"";"";"";"";"";
"09.02.2020 19:00";"8.0";"733.7";"736.8";"-3.8";"86";"Wind blowing from the south-southwest";"11";"";"";"90  or more, but not 100%";"Rain (or drizzle) and snow, moderate or heavy. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"5.8";"9.1";"";"";"600-1000";"";"";"5.0";"5.8";"4.0";"12";"";"";"";"";
"09.02.2020 18:00";"8.3";"735.1";"738.1";"-3.9";"79";"Wind blowing from the south";"12";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"";"";"";"";"1000-1500";"";"";"13.0";"4.9";"";"";"";"";"";"";
"09.02.2020 17:00";"8.7";"736.4";"739.5";"-5.3";"73";"Wind blowing from the south";"12";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1000-1500";"";"";"22.0";"4.1";"";"";"";"";"";"";
"09.02.2020 16:00";"8.4";"737.5";"740.6";"-5.5";"74";"Wind blowing from the south";"13";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"";"";"";"";"1000-1500";"";"";"35.0";"3.9";"";"";"";"";"";"";
"09.02.2020 15:00";"7.5";"739.0";"742.0";"-6.9";"81";"Wind blowing from the south";"14";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"1000-1500";"";"";"22.0";"4.5";"";"";"";"";"";"";
"09.02.2020 14:00";"6.8";"741.7";"744.7";"-6.9";"87";"Wind blowing from the south";"13";"";"";"100%.";"Rain (or drizzle) and snow, slight. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"1500-2000";"";"";"6.0";"4.7";"";"";"";"";"";"";
"09.02.2020 13:00";"6.7";"743.0";"746.2";"-6.8";"85";"Wind blowing from the south";"13";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"1000-1500";"";"";"17.0";"4.3";"0.3";"6";"";"";"";"";
"09.02.2020 12:00";"6.3";"745.9";"748.9";"-5.1";"89";"Wind blowing from the south";"12";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"1000-1500";"";"";"14.0";"4.6";"";"";"";"";"";"";
"09.02.2020 11:00";"6.4";"748.6";"751.6";"-4.4";"87";"Wind blowing from the south";"12";"";"";"90  or more, but not 100%";"Precipitation ";"Drizzle.";"Precipitation";"";"";"";"";"600-1000";"";"";"14.0";"4.4";"";"";"";"";"";"";
"09.02.2020 10:00";"6.3";"749.8";"753.0";"-4.1";"88";"Wind blowing from the south";"12";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"300-600";"";"";"12.0";"4.4";"";"";"";"";"";"";
"09.02.2020 09:00";"5.8";"751.0";"754.2";"-4.2";"93";"Wind blowing from the south";"9";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"200-300";"";"";"7.0";"4.7";"";"";"";"";"";"";
"09.02.2020 08:00";"6.3";"753.0";"756.1";"-2.7";"91";"Wind blowing from the south";"9";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"600-1000";"";"";"8.0";"4.9";"";"";"";"";"";"";
"09.02.2020 07:00";"5.9";"753.9";"757.0";"-2.7";"94";"Wind blowing from the south";"8";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"4.4";"6.4";"";"";"300-600";"";"";"5.0";"5.0";"0.2";"12";"";"";"";"";
"09.02.2020 06:00";"6.1";"755.2";"758.3";"-2.1";"96";"Wind blowing from the south";"7";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"600-1000";"";"";"5.0";"5.5";"";"";"";"";"";"";
"09.02.2020 05:00";"5.7";"755.7";"758.8";"-1.7";"96";"Wind blowing from the south-southwest";"7";"";"";"60%.";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"100-200";"";"";"4.6";"5.1";"";"";"";"";"";"";
"09.02.2020 04:00";"5.6";"756.6";"759.8";"-1.0";"99";"Wind blowing from the south-southwest";"6";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"50-100";"";"";"2.8";"5.4";"";"";"";"";"";"";
"09.02.2020 03:00";"5.4";"757.3";"760.5";"-0.8";"99";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"50-100";"";"";"1.8";"5.2";"";"";"";"";"";"";
"09.02.2020 02:00";"5.9";"757.4";"760.6";"-1.0";"97";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"100-200";"";"";"3.7";"5.5";"";"";"";"";"";"";
"09.02.2020 01:00";"6.1";"757.6";"760.8";"-0.9";"96";"Wind blowing from the south-west";"5";"";"";"90  or more, but not 100%";"Mist. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"100-200";"";"";"4.2";"5.5";"0.2";"6";"";"";"";"";
"09.02.2020 00:00";"6.3";"758.1";"761.2";"-0.7";"95";"Wind blowing from the south-west";"6";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"100-200";"";"";"4.3";"5.5";"";"";"";"";"";"";
"08.02.2020 23:00";"5.9";"758.4";"761.6";"-0.4";"92";"Wind blowing from the south-west";"6";"";"";"100%.";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"7.0";"4.7";"";"";"";"";"";"";
"08.02.2020 22:00";"5.8";"758.5";"761.7";"-0.9";"88";"Wind blowing from the south-southwest";"6";"";"";"100%.";"Shower(s) or intermittent precipitation. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"300-600";"";"";"11.0";"3.9";"";"";"";"";"";"";
"08.02.2020 21:00";"5.3";"758.8";"762.0";"-0.6";"88";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"3.4";"";"";"";"";"";"";
"08.02.2020 20:00";"4.5";"758.8";"762.0";"-0.9";"91";"Wind blowing from the south-southeast";"4";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"11.0";"3.2";"";"";"";"";"";"";
"08.02.2020 19:00";"5.0";"759.4";"762.6";"-0.6";"88";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"2.8";"5.4";"";"";"300-600";"";"";"13.0";"3.1";"";"";"";"";"";"";
"08.02.2020 18:00";"4.8";"759.4";"762.6";"-0.9";"88";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"13.0";"2.9";"";"";"";"";"";"";
"08.02.2020 17:00";"4.9";"759.7";"762.9";"-0.7";"85";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"2.6";"";"";"";"";"";"";
"08.02.2020 16:00";"4.8";"760.0";"763.2";"-0.7";"87";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"2.8";"";"";"";"";"";"";
"08.02.2020 15:00";"4.9";"760.3";"763.4";"-0.9";"83";"Wind blowing from the south";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"2.2";"";"";"";"";"";"";
"08.02.2020 14:00";"5.0";"760.4";"763.6";"-0.9";"81";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"1.9";"";"";"";"";"";"";
"08.02.2020 13:00";"5.1";"760.7";"763.9";"-1.0";"79";"Wind blowing from the south";"6";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"08.02.2020 12:00";"5.0";"761.2";"764.4";"-0.7";"78";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"18.0";"1.4";"";"";"";"";"";"";
"08.02.2020 11:00";"4.7";"761.3";"764.5";"-0.8";"80";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"1.5";"";"";"";"";"";"";
"08.02.2020 10:00";"4.1";"761.7";"764.9";"-0.6";"86";"Wind blowing from the south";"6";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"11.0";"1.9";"";"";"";"";"";"";
"08.02.2020 09:00";"3.4";"761.9";"765.2";"-1.0";"88";"Wind blowing from the south";"6";"";"";"no clouds";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"10.0";"1.6";"";"";"";"";"";"";
"08.02.2020 08:00";"2.9";"762.1";"765.4";"-1.1";"91";"Wind blowing from the south";"5";"";"";"no clouds";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"9.0";"1.5";"";"";"";"";"";"";
"08.02.2020 07:00";"3.5";"762.3";"765.5";"-1.4";"88";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"3.4";"4.8";"";"";"";"";"";"13.0";"1.7";"";"";"";"";"";"";
"08.02.2020 06:00";"4.2";"762.9";"766.1";"-1.3";"88";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"2.3";"";"";"";"";"";"";
"08.02.2020 05:00";"4.5";"763.2";"766.4";"-1.4";"86";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"2.3";"";"";"";"";"";"";
"08.02.2020 04:00";"4.5";"763.7";"766.9";"-1.6";"86";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"27.0";"2.4";"";"";"";"";"";"";
"08.02.2020 03:00";"4.7";"764.2";"767.5";"-1.5";"86";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"29.0";"2.6";"";"";"";"";"";"";
"08.02.2020 02:00";"4.5";"764.6";"767.8";"-1.2";"88";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"25.0";"2.7";"";"";"";"";"";"";
"08.02.2020 01:00";"4.2";"765.3";"768.5";"-1.0";"93";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"17.0";"3.1";"";"";"";"";"";"";
"08.02.2020 00:00";"4.2";"765.7";"768.9";"-1.1";"93";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"18.0";"3.2";"";"";"";"";"";"";
"07.02.2020 23:00";"4.2";"765.8";"769.0";"-1.1";"93";"Wind blowing from the south-southeast";"6";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"17.0";"3.2";"";"";"";"";"";"";
"07.02.2020 22:00";"4.3";"766.3";"769.5";"-0.9";"93";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"15.0";"3.3";"";"";"";"";"";"";
"07.02.2020 21:00";"4.4";"766.8";"770.1";"-0.7";"94";"Wind blowing from the south";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"14.0";"3.5";"";"";"";"";"";"";
"07.02.2020 20:00";"4.4";"766.9";"770.2";"-0.8";"93";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"19.0";"3.3";"";"";"";"";"";"";
"07.02.2020 19:00";"4.3";"767.2";"770.5";"-0.9";"93";"Wind blowing from the south";"6";"";"";"100%.";"No significant weather observed. ";"Showers or intermittent precipitation.";"Precipitation";"4.1";"5.8";"";"";"200-300";"";"";"30.0";"3.2";"Trace of precipitation";"12";"";"";"";"";
"07.02.2020 18:00";"4.3";"767.5";"770.7";"-0.9";"94";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"45.0";"3.4";"";"";"";"";"";"";
"07.02.2020 17:00";"4.1";"767.7";"770.9";"-1.0";"95";"Wind blowing from the south";"5";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"35.0";"3.4";"";"";"";"";"";"";
"07.02.2020 16:00";"4.4";"768.1";"771.4";"-0.7";"95";"Wind blowing from the south";"5";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Precipitation";"";"";"";"";"200-300";"";"";"23.0";"3.7";"";"";"";"";"";"";
"07.02.2020 15:00";"4.7";"768.4";"771.6";"-0.8";"94";"Wind blowing from the south";"4";"";"";"100%.";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"200-300";"";"";"50.0";"3.8";"";"";"";"";"";"";
"07.02.2020 14:00";"4.7";"768.7";"772.0";"-0.3";"97";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"100-200";"";"";"6.0";"4.2";"";"";"";"";"";"";
"07.02.2020 13:00";"5.4";"768.8";"772.0";"-0.2";"92";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"27.0";"4.2";"";"";"";"";"";"";
"07.02.2020 12:00";"5.7";"769.2";"772.4";"0.3";"90";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"28.0";"4.1";"";"";"";"";"";"";
"07.02.2020 11:00";"5.6";"769.0";"772.3";"0.2";"90";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"25.0";"4.0";"";"";"";"";"";"";
"07.02.2020 10:00";"5.3";"769.0";"772.2";"0.3";"91";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"23.0";"4.0";"";"";"";"";"";"";
"07.02.2020 09:00";"4.9";"768.9";"772.1";"0.3";"94";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"16.0";"4.0";"";"";"";"";"";"";
"07.02.2020 08:00";"4.7";"768.8";"772.1";"0.7";"95";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"18.0";"4.0";"";"";"";"";"";"";
"07.02.2020 07:00";"4.9";"768.7";"772.0";"0.9";"95";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"4.7";"6.8";"";"";"100-200";"";"";"17.0";"4.1";"";"";"";"";"";"";
"07.02.2020 06:00";"5.0";"768.6";"771.8";"0.8";"94";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"17.0";"4.1";"";"";"";"";"";"";
"07.02.2020 05:00";"5.2";"768.1";"771.3";"0.3";"94";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"20.0";"4.3";"";"";"";"";"";"";
"07.02.2020 04:00";"5.3";"767.8";"771.1";"0.2";"93";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"23.0";"4.3";"";"";"";"";"";"";
"07.02.2020 03:00";"5.3";"767.8";"771.1";"0.6";"96";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"4.7";"";"";"";"";"";"";
"07.02.2020 02:00";"5.4";"767.8";"771.0";"0.9";"96";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"22.0";"4.8";"";"";"";"";"";"";
"07.02.2020 01:00";"5.6";"767.6";"770.8";"1.0";"95";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"4.8";"";"";"";"";"";"";
"07.02.2020 00:00";"5.7";"767.2";"770.5";"0.7";"95";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"4.9";"";"";"";"";"";"";
"06.02.2020 23:00";"6.1";"766.9";"770.2";"0.7";"92";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"28.0";"4.9";"";"";"";"";"";"";
"06.02.2020 22:00";"6.1";"766.6";"769.9";"0.6";"91";"Wind blowing from the west-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"4.8";"";"";"";"";"";"";
"06.02.2020 21:00";"6.2";"766.5";"769.7";"1.0";"92";"Wind blowing from the west-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"5.0";"";"";"";"";"";"";
"06.02.2020 20:00";"6.4";"766.2";"769.4";"0.9";"92";"Wind blowing from the west-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"5.1";"";"";"";"";"";"";
"06.02.2020 19:00";"6.8";"766.0";"769.2";"1.2";"88";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"5.1";"7.7";"";"";"300-600";"";"";"40.0";"4.9";"";"";"";"";"";"";
"06.02.2020 18:00";"6.6";"765.5";"768.7";"0.9";"90";"Wind blowing from the west-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"5.0";"";"";"";"";"";"";
"06.02.2020 17:00";"6.8";"765.3";"768.5";"0.7";"89";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"5.1";"";"";"";"";"";"";
"06.02.2020 16:00";"7.0";"764.8";"768.0";"0.2";"87";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"5.0";"";"";"";"";"";"";
"06.02.2020 15:00";"7.4";"764.6";"767.8";"0.1";"86";"Wind blowing from the west-northwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"5.1";"";"";"";"";"";"";
"06.02.2020 14:00";"7.5";"764.6";"767.8";"-0.2";"85";"Wind blowing from the west-northwest";"8";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"5.1";"";"";"";"";"";"";
"06.02.2020 13:00";"7.5";"764.6";"767.8";"-0.2";"84";"Wind blowing from the west-northwest";"8";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"4.9";"";"";"";"";"";"";
"06.02.2020 12:00";"7.4";"764.5";"767.7";"-0.4";"84";"Wind blowing from the west-northwest";"8";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"29.0";"4.9";"";"";"";"";"";"";
"06.02.2020 11:00";"7.0";"764.8";"767.9";"0.0";"85";"Wind blowing from the west-northwest";"8";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"4.7";"";"";"";"";"";"";
"06.02.2020 10:00";"6.4";"764.8";"768.0";"0.5";"89";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"4.7";"";"";"";"";"";"";
"06.02.2020 09:00";"5.7";"764.9";"768.1";"0.3";"93";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"4.6";"";"";"";"";"";"";
"06.02.2020 08:00";"5.4";"764.8";"768.1";"0.0";"93";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"19.0";"4.4";"";"";"";"";"";"";
"06.02.2020 07:00";"5.3";"764.3";"767.5";"-0.7";"93";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"4.1";"5.4";"";"";"300-600";"";"";"18.0";"4.2";"Trace of precipitation";"12";"";"";"";"";
"06.02.2020 06:00";"5.2";"764.6";"767.8";"-0.8";"91";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"600-1000";"";"";"16.0";"3.8";"";"";"";"";"";"";
"06.02.2020 05:00";"5.0";"764.8";"768.0";"-0.7";"90";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"10.0";"3.5";"";"";"";"";"";"";
"06.02.2020 04:00";"4.8";"765.0";"768.2";"-0.9";"90";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"3.3";"";"";"";"";"";"";
"06.02.2020 03:00";"5.1";"765.4";"768.6";"-0.8";"88";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"06.02.2020 02:00";"4.7";"765.5";"768.7";"-1.1";"90";"Wind blowing from the west";"8";"";"";"40%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.2";"";"";"";"";"";"";
"06.02.2020 01:00";"4.5";"765.9";"769.2";"-1.0";"91";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"3.1";"";"";"";"";"";"";
"06.02.2020 00:00";"4.5";"766.2";"769.4";"";"89";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"15.0";"2.9";"No precipitation";"1";"";"";"";"";
"05.02.2020 23:00";"4.4";"766.6";"769.8";"-0.4";"88";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"2.6";"";"";"";"";"";"";
"05.02.2020 22:00";"4.7";"766.9";"770.2";"-0.6";"86";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"19.0";"2.5";"";"";"";"";"";"";
"05.02.2020 21:00";"4.9";"766.9";"770.2";"-1.0";"82";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"23.0";"2.0";"";"";"";"";"";"";
"05.02.2020 20:00";"4.8";"767.0";"770.2";"-1.4";"79";"Wind blowing from the west";"8";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"1.4";"";"";"";"";"";"";
"05.02.2020 19:00";"4.8";"767.5";"770.8";"-1.0";"77";"Wind blowing from the west";"7";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"Drizzle.";"-1.8";"6.3";"";"";"1000-1500";"";"";"30.0";"1.0";"Trace of precipitation";"12";"";"";"";"";
"05.02.2020 18:00";"4.9";"767.9";"771.1";"-0.9";"76";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"0.9";"";"";"";"";"";"";
"05.02.2020 17:00";"5.1";"768.4";"771.6";"-0.6";"77";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Drizzle.";"";"";"";"";"600-1000";"";"";"35.0";"1.4";"";"";"";"";"";"";
"05.02.2020 16:00";"5.5";"768.5";"771.7";"-0.7";"76";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"1.6";"";"";"";"";"";"";
"05.02.2020 15:00";"5.9";"768.8";"772.0";"-0.9";"73";"Wind blowing from the west";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"1.4";"";"";"";"";"";"";
"05.02.2020 14:00";"5.8";"769.0";"772.3";"-0.6";"74";"Wind blowing from the west";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"1.4";"";"";"";"";"";"";
"05.02.2020 13:00";"5.5";"769.2";"772.4";"-0.5";"73";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"0.9";"";"";"";"";"";"";
"05.02.2020 12:00";"4.7";"769.7";"772.9";"0.1";"71";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"-0.2";"";"";"";"";"";"";
